fips,state,county,year,adult_smoking_percent,adult_obesity_percent,physical_inactivity_percent
37137,North Carolina,Pamlico,2017,16.445906157,31.5,26.8
37139,North Carolina,Pasquotank,2017,19.076019748,35.4,27
37141,North Carolina,Pender,2017,17.489356975,31.1,25.5
37143,North Carolina,Perquimans,2017,18.192584074,32.6,24.4
37145,North Carolina,Person,2017,19.339831676,32.7,27
37147,North Carolina,Pitt,2017,21.717102982,34.3,25.7
37149,North Carolina,Polk,2017,14.696519258,27.3,26.2
37151,North Carolina,Randolph,2017,17.739777891,32.2,33.5
37153,North Carolina,Richmond,2017,21.888777924,37.9,32.2
37155,North Carolina,Robeson,2017,26.807768383,39.6,33.8
37157,North Carolina,Rockingham,2017,19.38021367,35.4,30.3
37159,North Carolina,Rowan,2017,18.425662521,32.7,29.3
37161,North Carolina,Rutherford,2017,19.916529462,28.7,30.3
37163,North Carolina,Sampson,2017,21.273869312,36.7,33.5
37165,North Carolina,Scotland,2017,25.572008445,36.4,25
37167,North Carolina,Stanly,2017,18.720742751,30,30.6
37169,North Carolina,Stokes,2017,17.815579523,33.8,31.6
37171,North Carolina,Surry,2017,19.299191855,30.9,31.3
37173,North Carolina,Swain,2017,22.30742277,33.3,26.5
37175,North Carolina,Transylvania,2017,15.819107812,24.3,23
37177,North Carolina,Tyrrell,2017,19.854206538,30.8,26.3
37179,North Carolina,Union,2017,15.573962783,26.5,18.6
37181,North Carolina,Vance,2017,21.265934009,38.2,31.9
37183,North Carolina,Wake,2017,13.820421045,24.8,16.6
37185,North Carolina,Warren,2017,21.644142531,39.2,31.2
37187,North Carolina,Washington,2017,20.345212996,32.8,30.9
37189,North Carolina,Watauga,2017,20.097722499,26.4,18.6
37191,North Carolina,Wayne,2017,20.890547587,34.4,27
37193,North Carolina,Wilkes,2017,20.694059218,26.7,28.8
37195,North Carolina,Wilson,2017,20.111238387,36.8,29.6
37197,North Carolina,Yadkin,2017,18.74837819,31,24.1
37199,North Carolina,Yancey,2017,18.076434177,27,25.1
37001,North Carolina,Alamance,2018,18.790764744,32.9,25.9
37003,North Carolina,Alexander,2018,18.584599128,32.2,29.4
37005,North Carolina,Alleghany,2018,18.515208358,28.3,26
37007,North Carolina,Anson,2018,21.851701099,34.6,28.9
37009,North Carolina,Ashe,2018,16.949774026,30,25.3
37011,North Carolina,Avery,2018,18.80382958,27.6,25.6
37013,North Carolina,Beaufort,2018,17.995808787,34.7,26.7
37015,North Carolina,Bertie,2018,19.611678153,36.9,29.5
37017,North Carolina,Bladen,2018,21.243200442,38.3,32
37019,North Carolina,Brunswick,2018,15.233687681,27.9,20.6
37021,North Carolina,Buncombe,2018,16.442528392,22.7,18.9
37023,North Carolina,Burke,2018,19.724828244,31.9,25.9
37025,North Carolina,Cabarrus,2018,16.828945963,31,23.1
37027,North Carolina,Caldwell,2018,18.38595839,33.2,27.2
37029,North Carolina,Camden,2018,16.067508061,31.1,23.1
37031,North Carolina,Carteret,2018,17.659184492,26.1,21.8
37033,North Carolina,Caswell,2018,19.155798287,33.5,30.9
37035,North Carolina,Catawba,2018,17.050233954,30.3,27
37037,North Carolina,Chatham,2018,15.204011314,25.6,24.7
37039,North Carolina,Cherokee,2018,18.159882112,27.9,31
37041,North Carolina,Chowan,2018,19.341891763,32.7,28.8
37043,North Carolina,Clay,2018,17.508176719,28.3,26.5
37045,North Carolina,Cleveland,2018,21.092013853,32.6,29.9
37047,North Carolina,Columbus,2018,21.12257203,33.1,26.9
37049,North Carolina,Craven,2018,17.312340228,29.6,25.7
37051,North Carolina,Cumberland,2018,17.82720673,33.4,25.4
37053,North Carolina,Currituck,2018,17.306931551,27.6,22.4
37055,North Carolina,Dare,2018,16.447620465,24.5,24.8
37057,North Carolina,Davidson,2018,18.201583036,30.3,27.8
37059,North Carolina,Davie,2018,16.05626592,31.9,29.2
37061,North Carolina,Duplin,2018,22.225641504,35.6,31.5
37063,North Carolina,Durham,2018,15.934736319,26.4,20.3
37065,North Carolina,Edgecombe,2018,21.791428375,36.3,31.1
37067,North Carolina,Forsyth,2018,18.41792723,32.4,23.9
37069,North Carolina,Franklin,2018,18.7286842,32.8,29.5
37071,North Carolina,Gaston,2018,18.07322133,31.4,30.9
37073,North Carolina,Gates,2018,17.070125855,32.6,30.5
37075,North Carolina,Graham,2018,19.363969028,29.8,27.2
37077,North Carolina,Granville,2018,18.116799964,33.5,28.2
37079,North Carolina,Greene,2018,20.440050134,33.4,28.4
37081,North Carolina,Guilford,2018,18.899493168,31.4,23.1
37083,North Carolina,Halifax,2018,22.431798063,39.8,30.9
37085,North Carolina,Harnett,2018,18.770316382,33,29.9
37087,North Carolina,Haywood,2018,17.368251023,32.1,25.9
37089,North Carolina,Henderson,2018,15.203563579,29.5,25.1
37091,North Carolina,Hertford,2018,21.090918392,40.5,32
37093,North Carolina,Hoke,2018,22.784903819,32.8,25.3
37095,North Carolina,Hyde,2018,20.275379579,31.8,30
37097,North Carolina,Iredell,2018,16.734596831,31.2,23.1
37099,North Carolina,Jackson,2018,19.508887962,28.8,24.3
37101,North Carolina,Johnston,2018,17.80561112,35.2,28.1
37103,North Carolina,Jones,2018,19.335659591,35.4,28.9
37105,North Carolina,Lee,2018,18.940851796,29.2,26.3
37107,North Carolina,Lenoir,2018,20.767000141,35.9,31.8
37109,North Carolina,Lincoln,2018,17.60968748,29.3,24.2
37111,North Carolina,McDowell,2018,21.097783866,33.2,29.2
37113,North Carolina,Macon,2018,16.867029751,28.7,29.9
37115,North Carolina,Madison,2018,18.266871275,26.3,25.2
37117,North Carolina,Martin,2018,19.442323112,39.8,28.8
37119,North Carolina,Mecklenburg,2018,15.415858125,25.1,19.4
37121,North Carolina,Mitchell,2018,17.033683575,28,22.9
37123,North Carolina,Montgomery,2018,19.281261955,29.5,29.3
37125,North Carolina,Moore,2018,16.249221865,26.6,22.6
37127,North Carolina,Nash,2018,18.375023055,35.1,26.6
37129,North Carolina,New Hanover,2018,17.961675034,24.8,19.6
37131,North Carolina,Northampton,2018,20.530167646,35.6,28.2
37133,North Carolina,Onslow,2018,19.058770182,27.9,23.8
37135,North Carolina,Orange,2018,14.197038614,22.7,18.7
37137,North Carolina,Pamlico,2018,17.145300031,32,27.6
37139,North Carolina,Pasquotank,2018,18.97107568,36.6,27.9
37141,North Carolina,Pender,2018,17.271302997,30.7,25.4
37143,North Carolina,Perquimans,2018,18.657386851,32.2,23.7
37145,North Carolina,Person,2018,19.114460182,32.6,25.3
37147,North Carolina,Pitt,2018,20.353047064,30,26
37149,North Carolina,Polk,2018,15.219369597,28.4,27.7
37151,North Carolina,Randolph,2018,19.986074386,31.8,32
37153,North Carolina,Richmond,2018,22.668588698,36.3,29.8
37155,North Carolina,Robeson,2018,27.214428464,38.6,33.2
37157,North Carolina,Rockingham,2018,19.659665889,35,29.2
37159,North Carolina,Rowan,2018,19.431567492,33.8,28.9
37161,North Carolina,Rutherford,2018,19.283327594,30.9,27.5
37163,North Carolina,Sampson,2018,20.70706342,35,31.8
37165,North Carolina,Scotland,2018,23.068501891,35.2,27.3
37167,North Carolina,Stanly,2018,18.922187434,29.2,26.8
37169,North Carolina,Stokes,2018,16.748062965,29.3,29.5
37171,North Carolina,Surry,2018,19.097972843,30.3,28.7
37173,North Carolina,Swain,2018,23.076309035,29.2,26.7
37175,North Carolina,Transylvania,2018,17.047327273,25.5,24.6
37177,North Carolina,Tyrrell,2018,21.361090057,32.5,25.3
37179,North Carolina,Union,2018,14.748865146,28.3,21.3
37181,North Carolina,Vance,2018,21.24924762,38,31.9
37183,North Carolina,Wake,2018,13.614062446,22.9,17
37185,North Carolina,Warren,2018,21.394443662,36.9,31.3
37187,North Carolina,Washington,2018,19.274777519,32.2,29.1
37189,North Carolina,Watauga,2018,20.156175792,27.1,19.5
37191,North Carolina,Wayne,2018,19.771290119,38.2,30.2
37193,North Carolina,Wilkes,2018,18.982824847,29.8,30.7
37195,North Carolina,Wilson,2018,19.786092916,33,27.1
37197,North Carolina,Yadkin,2018,18.499696008,32.5,22.8
37199,North Carolina,Yancey,2018,17.830866027,29.4,29.4
37001,North Carolina,Alamance,2019,18.790764744,32,24.1
37003,North Carolina,Alexander,2019,18.584599128,30.9,28.8
37005,North Carolina,Alleghany,2019,18.515208358,28.7,25.2
37007,North Carolina,Anson,2019,21.851701099,35.8,27.5
37009,North Carolina,Ashe,2019,16.949774026,28.5,24.6
37011,North Carolina,Avery,2019,18.80382958,29.4,25.1
37013,North Carolina,Beaufort,2019,17.995808787,35.6,25.6
37015,North Carolina,Bertie,2019,19.611678153,37.9,27.3
37017,North Carolina,Bladen,2019,21.243200442,40,29
37019,North Carolina,Brunswick,2019,15.233687681,28.9,21.7
37021,North Carolina,Buncombe,2019,16.442528392,22.3,17.7
37023,North Carolina,Burke,2019,19.724828244,32.5,24.7
37025,North Carolina,Cabarrus,2019,16.828945963,32.1,22.9
37027,North Carolina,Caldwell,2019,18.38595839,33.7,23.7
37029,North Carolina,Camden,2019,16.067508061,32.2,23.2
37031,North Carolina,Carteret,2019,17.659184492,27.9,23.7
37033,North Carolina,Caswell,2019,19.155798287,31.2,25
37035,North Carolina,Catawba,2019,17.050233954,30.5,27
37037,North Carolina,Chatham,2019,15.204011314,26.7,22.6
37039,North Carolina,Cherokee,2019,18.159882112,28.5,28.6
37041,North Carolina,Chowan,2019,19.341891763,33.5,28.8
37043,North Carolina,Clay,2019,17.508176719,28.7,26.5
37045,North Carolina,Cleveland,2019,21.092013853,31.4,29
37047,North Carolina,Columbus,2019,21.12257203,37.1,26.7
37049,North Carolina,Craven,2019,17.312340228,30.6,23.1
37051,North Carolina,Cumberland,2019,17.82720673,34.3,24.5
37053,North Carolina,Currituck,2019,17.306931551,27.8,23.7
37055,North Carolina,Dare,2019,16.447620465,23.7,22.7
37057,North Carolina,Davidson,2019,18.201583036,32.8,26.2
37059,North Carolina,Davie,2019,16.05626592,35.5,26.6
37061,North Carolina,Duplin,2019,22.225641504,39.3,30.8
37063,North Carolina,Durham,2019,15.934736319,26.2,19.2
37065,North Carolina,Edgecombe,2019,21.791428375,36.6,28.8
37067,North Carolina,Forsyth,2019,18.41792723,33.4,22.6
37069,North Carolina,Franklin,2019,18.7286842,34.7,28
37071,North Carolina,Gaston,2019,18.07322133,30.4,29.9
37073,North Carolina,Gates,2019,17.070125855,35.4,29
37075,North Carolina,Graham,2019,19.363969028,31.6,25.5
37077,North Carolina,Granville,2019,18.116799964,33.1,26.4
37079,North Carolina,Greene,2019,20.440050134,34,28
37081,North Carolina,Guilford,2019,18.899493168,33.1,21.6
37083,North Carolina,Halifax,2019,22.431798063,38,30.5
37085,North Carolina,Harnett,2019,18.770316382,33.6,29.7
37087,North Carolina,Haywood,2019,17.368251023,29.2,23.8
37089,North Carolina,Henderson,2019,15.203563579,29,23.6
37091,North Carolina,Hertford,2019,21.090918392,40.5,33.8
37093,North Carolina,Hoke,2019,22.784903819,32.2,24.6
37095,North Carolina,Hyde,2019,20.275379579,31.2,31
37097,North Carolina,Iredell,2019,16.734596831,29.7,22.3
37099,North Carolina,Jackson,2019,19.508887962,29,26.7
37101,North Carolina,Johnston,2019,17.80561112,33,26.5
37103,North Carolina,Jones,2019,19.335659591,34.5,28.3
37105,North Carolina,Lee,2019,18.940851796,31,24.3
37107,North Carolina,Lenoir,2019,20.767000141,34.7,28
37109,North Carolina,Lincoln,2019,17.60968748,31.4,21.5
37111,North Carolina,McDowell,2019,21.097783866,36.3,31.5
37113,North Carolina,Macon,2019,16.867029751,30.4,25.4
37115,North Carolina,Madison,2019,18.266871275,29.5,25.4
37117,North Carolina,Martin,2019,19.442323112,39.8,27.1
37119,North Carolina,Mecklenburg,2019,15.415858125,26.1,17.6
37121,North Carolina,Mitchell,2019,17.033683575,29.8,22.7
37123,North Carolina,Montgomery,2019,19.281261955,31.6,31.1
37125,North Carolina,Moore,2019,16.249221865,27.7,24.7
37127,North Carolina,Nash,2019,18.375023055,36.7,24.7
37129,North Carolina,New Hanover,2019,17.961675034,24.1,18.5
37131,North Carolina,Northampton,2019,20.530167646,34.5,27.7
37133,North Carolina,Onslow,2019,19.058770182,27.9,24.7
37135,North Carolina,Orange,2019,14.197038614,24.8,19.5
37137,North Carolina,Pamlico,2019,17.145300031,33.1,30.1
37139,North Carolina,Pasquotank,2019,18.97107568,38.9,27.1
37141,North Carolina,Pender,2019,17.271302997,30.8,24.2
37143,North Carolina,Perquimans,2019,18.657386851,32.9,25.1
37145,North Carolina,Person,2019,19.114460182,30.9,25.9
37147,North Carolina,Pitt,2019,20.353047064,33.5,25.1
37149,North Carolina,Polk,2019,15.219369597,29.3,25.8
37151,North Carolina,Randolph,2019,19.986074386,33.7,28.2
37153,North Carolina,Richmond,2019,22.668588698,38.2,31.6
37155,North Carolina,Robeson,2019,27.214428464,37.8,29.8
37157,North Carolina,Rockingham,2019,19.659665889,35.3,29
37159,North Carolina,Rowan,2019,19.431567492,33.4,26.7
37161,North Carolina,Rutherford,2019,19.283327594,29.7,24.2
37163,North Carolina,Sampson,2019,20.70706342,32.3,29.1
37165,North Carolina,Scotland,2019,23.068501891,35.6,27.8
37167,North Carolina,Stanly,2019,18.922187434,28.6,24.5
37169,North Carolina,Stokes,2019,16.748062965,30.4,26.9
37171,North Carolina,Surry,2019,19.097972843,32,30.6
37173,North Carolina,Swain,2019,23.076309035,29,24.6
37175,North Carolina,Transylvania,2019,17.047327273,26.8,24.4
37177,North Carolina,Tyrrell,2019,21.361090057,34.5,25.3
37179,North Carolina,Union,2019,14.748865146,30.7,22.4
37181,North Carolina,Vance,2019,21.24924762,36.3,29.6
37183,North Carolina,Wake,2019,13.614062446,24,15.4
37185,North Carolina,Warren,2019,21.394443662,37.5,29.6
37187,North Carolina,Washington,2019,19.274777519,35.2,28.7
37189,North Carolina,Watauga,2019,20.156175792,22,17.9
37191,North Carolina,Wayne,2019,19.771290119,34.6,28.2
37193,North Carolina,Wilkes,2019,18.982824847,33.2,30.2
37195,North Carolina,Wilson,2019,19.786092916,31.7,26.2
37197,North Carolina,Yadkin,2019,18.499696008,32.3,21.4
37199,North Carolina,Yancey,2019,17.830866027,29.4,25.7
37001,North Carolina,Alamance,2020,17.098560247,32.4,26.2
37003,North Carolina,Alexander,2020,16.568724467,34.8,31.3
37005,North Carolina,Alleghany,2020,17.205321828,25.7,25.8
37007,North Carolina,Anson,2020,20.217104679,38.6,31
37009,North Carolina,Ashe,2020,16.747418802,26,31.3
37011,North Carolina,Avery,2020,17.385965386,26.5,29.1
37013,North Carolina,Beaufort,2020,17.69732422,39.3,29.9
37015,North Carolina,Bertie,2020,19.953601249,43.3,31.2
37017,North Carolina,Bladen,2020,18.739880808,43.7,30.1
37019,North Carolina,Brunswick,2020,14.995104748,28.9,24.6
37021,North Carolina,Buncombe,2020,16.637681436,22.1,17.3
37023,North Carolina,Burke,2020,17.303198204,36.4,27
37025,North Carolina,Cabarrus,2020,15.520446062,35.9,25.4
37027,North Carolina,Caldwell,2020,16.720111688,39,25.8
37029,North Carolina,Camden,2020,15.55760781,32.4,24.6
37031,North Carolina,Carteret,2020,15.646473991,31.9,24.1
37033,North Carolina,Caswell,2020,17.664689381,28.6,19.1
37035,North Carolina,Catawba,2020,16.024647963,31.3,26
37037,North Carolina,Chatham,2020,14.17891525,23.8,20.9
37039,North Carolina,Cherokee,2020,17.350194997,27,29.4
37041,North Carolina,Chowan,2020,17.971445009,38.5,28.3
37043,North Carolina,Clay,2020,16.310994291,31.4,30.1
37045,North Carolina,Cleveland,2020,18.370495757,38.1,28.7
37047,North Carolina,Columbus,2020,19.205305092,46.2,30.7
37049,North Carolina,Craven,2020,15.658887703,30.6,23.1
37051,North Carolina,Cumberland,2020,18.090857472,33.7,25
37053,North Carolina,Currituck,2020,15.372268443,28.6,22.2
37055,North Carolina,Dare,2020,15.757820204,22.6,20.8
37057,North Carolina,Davidson,2020,17.857970936,32.2,27.2
37059,North Carolina,Davie,2020,15.073575689,41.2,29.1
37061,North Carolina,Duplin,2020,21.303396198,39.8,35.4
37063,North Carolina,Durham,2020,14.789372254,24.7,18.5
37065,North Carolina,Edgecombe,2020,20.794787648,38,37.8
37067,North Carolina,Forsyth,2020,18.379820476,33,23.4
37069,North Carolina,Franklin,2020,18.008536939,36.1,33.4
37071,North Carolina,Gaston,2020,16.768014654,29.2,31.9
37073,North Carolina,Gates,2020,15.828558435,44.7,33.5
37075,North Carolina,Graham,2020,18.298457598,43,25.4
37077,North Carolina,Granville,2020,16.627128893,37.2,35
37079,North Carolina,Greene,2020,19.773671306,28.4,28.6
37081,North Carolina,Guilford,2020,15.811453025,33.4,22.2
37083,North Carolina,Halifax,2020,20.236613403,43.7,39.8
37085,North Carolina,Harnett,2020,18.910360202,33.2,27
37087,North Carolina,Haywood,2020,18.181281242,31.7,25.5
37089,North Carolina,Henderson,2020,13.959955784,28.4,23.4
37091,North Carolina,Hertford,2020,19.332545586,46.5,42.5
37093,North Carolina,Hoke,2020,20.208121023,37.4,28.7
37095,North Carolina,Hyde,2020,17.312000945,36.4,38.2
37097,North Carolina,Iredell,2020,15.431593828,31.9,25.7
37099,North Carolina,Jackson,2020,17.5268077,28.4,29
37101,North Carolina,Johnston,2020,17.681758712,37.2,27.4
37103,North Carolina,Jones,2020,18.612754764,40.9,33.1
37105,North Carolina,Lee,2020,16.845355688,32.9,23.5
37107,North Carolina,Lenoir,2020,19.316118167,33.4,29.7
37109,North Carolina,Lincoln,2020,16.214111018,37,22.7
37111,North Carolina,McDowell,2020,18.565702742,40,34.3
37113,North Carolina,Macon,2020,15.914126635,28.8,26
37115,North Carolina,Madison,2020,16.834797645,26.8,26.6
37117,North Carolina,Martin,2020,19.243701566,43.1,22.9
37119,North Carolina,Mecklenburg,2020,13.91919475,28,18.6
37121,North Carolina,Mitchell,2020,15.701850892,27,25.5
37123,North Carolina,Montgomery,2020,17.544425581,36.5,38.5
37125,North Carolina,Moore,2020,14.276149569,26.3,26.9
37127,North Carolina,Nash,2020,18.299857696,41.9,25.3
37129,North Carolina,New Hanover,2020,15.852352644,26.4,22.8
37131,North Carolina,Northampton,2020,19.471204783,33.5,36.4
37133,North Carolina,Onslow,2020,17.795532165,29.3,24.7
37135,North Carolina,Orange,2020,14.241707251,22.9,17.8
37137,North Carolina,Pamlico,2020,15.961985424,37.2,31
37139,North Carolina,Pasquotank,2020,18.119296578,39.2,27.7
37141,North Carolina,Pender,2020,16.318567344,30.6,25.7
37143,North Carolina,Perquimans,2020,16.788920866,34.3,27.3
37145,North Carolina,Person,2020,18.136629666,29.2,31.9
37147,North Carolina,Pitt,2020,17.373690184,35.9,27.6
37149,North Carolina,Polk,2020,13.802679907,33.3,27.1
37151,North Carolina,Randolph,2020,18.01229409,32.2,27.2
37153,North Carolina,Richmond,2020,20.673412316,38.7,31.7
37155,North Carolina,Robeson,2020,24.057594215,39,35.2
37157,North Carolina,Rockingham,2020,17.673989504,36.3,29.6
37159,North Carolina,Rowan,2020,17.125582841,37.5,25.6
37161,North Carolina,Rutherford,2020,19.415269925,28.5,24.5
37163,North Carolina,Sampson,2020,19.070204933,35.3,30.6
37165,North Carolina,Scotland,2020,22.866670167,39.5,26.1
37167,North Carolina,Stanly,2020,16.708050684,28.4,24.3
37169,North Carolina,Stokes,2020,15.906936116,32.8,27.3
37171,North Carolina,Surry,2020,17.195156723,30.5,32.4
37173,North Carolina,Swain,2020,21.858117803,31.1,24.9
37175,North Carolina,Transylvania,2020,15.696345978,26.8,24.9
37177,North Carolina,Tyrrell,2020,20.827439448,43.3,27.4
37179,North Carolina,Union,2020,14.670660455,32.1,21.5
37181,North Carolina,Vance,2020,20.209525704,34.3,37.2
37183,North Carolina,Wake,2020,12.194937751,25.1,16.4
37185,North Carolina,Warren,2020,19.044592732,41,39
37187,North Carolina,Washington,2020,18.811718772,42.2,31.2
37189,North Carolina,Watauga,2020,18.012060815,16.7,19.3
37191,North Carolina,Wayne,2020,17.654392519,38.1,28.3
37193,North Carolina,Wilkes,2020,17.855462044,42.6,31.8
37195,North Carolina,Wilson,2020,18.060110062,32.3,31
37197,North Carolina,Yadkin,2020,17.897245399,38.6,21.3
37199,North Carolina,Yancey,2020,16.81119175,29.9,30.6
